firm_id,scenario,firm_size,route_complexity_z,market_pressure_z,digital_maturity_z,trust_barrier_z,idle_capacity_risk_z,asset_pool_likert,shared_crossdock_likert,freight_sharing_likert,chartering_likert,asset_sharing_index,contract_sharing_index,horizontal_info_sharing,horizontal_joint_planning,horizontal_goal_alignment,horizontal_collaboration_index,empty_backhaul_rate,vehicle_utilization_rate,matching_success_rate,collaboration_events_per_month,service_level_on_time_rate,emissions_intensity_index,ai_coordination_score
145,baseline_sporadic,small,1.195,2.074,0.092,0.364,0.947,1,1,2,1,1.0,1.5,3.47,3.36,1.49,2.71,0.28,0.739,0.661,5,0.83,0.978,0.0
146,baseline_sporadic,small,-1.523,-0.919,0.252,0.297,-0.001,1,1,2,2,1.0,2.0,3.31,2.75,1.96,2.52,0.146,0.8,0.588,4,0.857,0.884,0.0
147,baseline_sporadic,small,-0.559,-2.5,-0.116,1.464,0.051,2,1,1,1,1.5,1.0,2.19,2.19,2.9,2.13,0.138,0.78,0.434,2,0.855,0.883,0.0
148,baseline_sporadic,small,0.377,-0.286,0.215,1.016,0.739,2,1,2,2,1.5,2.0,3.26,2.99,1.95,2.52,0.121,0.812,0.607,4,0.845,0.901,0.0
149,baseline_sporadic,small,1.566,1.101,1.578,-0.461,-0.791,3,2,2,1,2.5,1.5,5.0,3.3,1.9,3.19,0.229,0.721,0.704,5,0.9,0.944,0.0
150,baseline_sporadic,small,-0.066,1.958,0.985,0.755,0.357,3,1,1,2,2.0,1.5,4.04,3.25,1.32,1.57,0.188,0.776,0.584,5,0.848,0.917,0.0
151,baseline_sporadic,medium,-0.555,-1.23,0.869,1.204,1.597,2,1,3,2,1.5,2.5,3.1,3.18,1.52,1.94,0.168,0.912,0.549,5,0.837,0.901,0.0
152,baseline_sporadic,small,1.881,0.497,-0.456,1.975,-1.691,1,2,2,1,1.5,1.5,2.03,4.12,2.69,1.39,0.176,0.662,0.494,3,0.852,0.958,0.0
153,baseline_sporadic,small,-1.448,-0.465,-0.889,1.399,2.034,2,1,2,2,1.5,2.0,3.51,2.32,1.42,2.39,0.135,0.818,0.57,3,0.879,0.899,0.0
154,baseline_sporadic,small,-2.199,-0.106,0.955,1.285,1.622,1,2,4,1,1.5,2.5,3.06,3.52,2.33,2.44,0.124,0.936,0.657,6,0.867,0.9,0.0
155,baseline_sporadic,large,0.44,2.5,0.876,0.654,0.04,4,3,2,2,3.5,2.0,4.36,4.22,1.95,4.4,0.136,0.928,0.75,6,0.878,0.887,0.0
156,baseline_sporadic,small,-0.502,-1.503,1.473,0.949,1.043,3,2,3,2,2.5,2.5,4.21,3.04,2.2,2.49,0.128,0.834,0.759,4,0.85,0.912,0.0
157,baseline_sporadic,small,-1.021,0.254,-0.604,1.725,0.503,3,2,1,1,2.5,1.0,3.08,3.41,1.98,2.52,0.138,0.814,0.463,3,0.888,0.954,0.0
158,baseline_sporadic,medium,0.708,0.468,-0.23,-0.599,1.73,1,1,5,4,1.0,4.5,5.0,4.67,2.34,5.0,0.087,0.916,0.878,12,0.886,0.902,0.0
159,baseline_sporadic,small,0.244,1.086,-1.639,0.286,1.483,3,1,4,2,2.0,3.0,3.16,2.35,1.88,2.02,0.189,0.806,0.66,5,0.882,0.975,0.0
160,baseline_sporadic,small,-0.564,0.098,-0.392,-0.095,-0.9,4,1,2,1,2.5,1.5,2.73,4.41,3.15,4.27,0.154,0.849,0.558,6,0.868,0.949,0.0
161,baseline_sporadic,small,-1.28,0.308,0.997,0.941,1.087,1,1,1,3,1.0,2.0,3.03,2.44,2.31,2.11,0.19,0.787,0.558,4,0.874,0.951,0.0
162,baseline_sporadic,small,0.872,-0.392,-0.466,1.707,0.294,2,2,2,3,2.0,2.5,4.53,2.6,2.21,2.68,0.141,0.821,0.722,5,0.848,0.902,0.0
163,baseline_sporadic,small,0.65,0.269,0.64,0.063,0.583,2,3,1,2,2.5,1.5,5.0,4.36,2.58,3.55,0.083,0.783,0.67,5,0.857,0.89,0.0
164,baseline_sporadic,small,-0.099,-0.343,-0.191,-1.5,-0.228,1,3,3,2,2.0,2.5,5.0,4.56,2.98,5.0,0.114,0.831,0.894,9,0.899,0.869,0.0
165,baseline_sporadic,small,1.847,0.622,0.324,0.229,2.248,3,1,3,2,2.0,2.5,4.06,4.74,3.39,3.38,0.149,0.809,0.736,8,0.896,0.919,0.0
166,baseline_sporadic,medium,-1.07,-0.37,-1.148,1.422,1.54,3,2,2,2,2.5,2.0,2.05,4.34,1.82,2.87,0.151,0.922,0.556,5,0.839,0.935,0.0
167,baseline_sporadic,small,-1.526,0.377,0.085,1.084,-0.24,1,1,3,1,1.0,2.0,1.58,2.73,2.02,2.05,0.267,0.805,0.604,2,0.859,0.945,0.0
168,baseline_sporadic,small,-0.692,-0.029,-2.5,0.985,-0.835,2,2,2,1,2.0,1.5,2.58,3.9,1.0,1.81,0.199,0.777,0.595,3,0.849,0.946,0.0
169,baseline_sporadic,small,-0.046,1.126,-0.187,0.348,0.114,1,1,3,2,1.0,2.5,3.62,3.18,1.5,3.76,0.243,0.856,0.599,5,0.842,0.932,0.0
170,baseline_sporadic,small,0.243,-0.051,-1.63,-0.551,0.935,1,2,3,3,1.5,3.0,5.0,5.0,1.72,4.57,0.153,0.865,0.889,8,0.876,0.912,0.0
171,baseline_sporadic,small,-0.241,-1.773,1.206,1.064,0.74,2,1,1,2,1.5,1.5,3.98,2.63,2.42,2.65,0.167,0.858,0.607,6,0.884,0.909,0.0
172,baseline_sporadic,small,0.352,1.262,0.777,-0.151,1.753,3,3,4,1,3.0,2.5,4.93,5.0,1.0,3.71,0.142,0.877,0.775,7,0.877,0.884,0.0
173,baseline_sporadic,small,-1.252,-0.906,0.467,2.5,1.29,1,1,2,1,1.0,1.5,1.7,3.01,1.0,1.66,0.243,0.796,0.4,2,0.843,0.949,0.0
174,baseline_sporadic,small,1.444,-0.654,1.521,1.113,1.47,3,1,1,2,2.0,1.5,2.87,3.49,1.0,1.58,0.267,0.713,0.642,6,0.864,0.991,0.0
175,baseline_sporadic,small,-0.082,-0.596,-0.949,0.077,0.827,2,1,4,2,1.5,3.0,4.29,3.69,1.75,4.09,0.119,0.889,0.762,8,0.862,0.894,0.0
176,baseline_sporadic,small,1.117,1.374,1.747,0.05,-0.889,3,1,4,2,2.0,3.0,5.0,4.21,2.04,3.62,0.157,0.861,0.806,8,0.876,0.899,0.0
177,baseline_sporadic,small,0.343,-2.136,0.932,0.516,0.304,2,2,2,1,2.0,1.5,4.06,1.9,2.73,2.4,0.145,0.779,0.601,7,0.889,0.935,0.0
178,baseline_sporadic,small,0.457,2.5,-0.237,0.384,1.56,3,3,5,2,3.0,3.5,3.95,4.8,2.72,4.79,0.122,0.917,0.833,9,0.83,0.879,0.0
179,baseline_sporadic,medium,0.57,1.056,1.136,1.605,0.448,2,4,2,2,3.0,2.0,4.14,3.74,1.32,3.33,0.198,0.82,0.705,3,0.878,0.969,0.0
180,baseline_sporadic,small,0.448,0.223,-1.106,0.768,1.003,4,1,2,2,2.5,2.0,3.96,3.83,2.63,2.68,0.166,0.831,0.623,6,0.83,0.898,0.0
181,baseline_sporadic,small,0.643,-0.055,-0.825,-0.058,0.181,1,2,2,2,1.5,2.0,3.11,1.62,2.1,3.16,0.161,0.821,0.556,4,0.884,0.924,0.0
182,baseline_sporadic,small,1.329,0.286,-0.609,2.301,-0.53,3,1,3,1,2.0,2.0,2.19,1.97,1.48,1.66,0.208,0.762,0.569,4,0.843,0.911,0.0
183,baseline_sporadic,medium,0.197,0.521,-0.529,0.644,0.377,2,2,2,2,2.0,2.0,4.15,3.1,1.24,2.4,0.185,0.816,0.564,3,0.834,0.928,0.0
184,baseline_sporadic,medium,0.709,0.645,-1.057,1.292,0.809,1,1,3,2,1.0,2.5,2.94,3.54,1.12,2.86,0.184,0.792,0.606,4,0.873,0.889,0.0
185,baseline_sporadic,small,-0.09,0.556,1.223,0.053,-0.156,4,2,2,2,3.0,2.0,5.0,4.39,1.79,3.47,0.145,0.865,0.711,6,0.873,0.934,0.0
186,baseline_sporadic,small,1.44,0.09,-0.259,0.927,0.264,2,2,2,1,2.0,1.5,3.73,3.21,1.8,2.25,0.2,0.748,0.678,3,0.84,0.969,0.0
187,baseline_sporadic,medium,-0.676,-0.197,0.353,0.88,-0.439,3,1,3,1,2.0,2.0,3.33,4.03,1.93,3.1,0.183,0.836,0.601,5,0.835,0.957,0.0
188,baseline_sporadic,small,1.801,-0.151,-0.57,-1.101,1.619,3,2,3,3,2.5,3.0,5.0,4.2,3.68,4.8,0.161,0.98,0.895,10,0.868,0.895,0.0
189,baseline_sporadic,small,-0.04,-0.195,-1.821,2.414,0.206,2,1,1,2,1.5,1.5,2.22,3.0,1.48,1.15,0.174,0.761,0.454,1,0.831,0.92,0.0
190,baseline_sporadic,small,-1.431,1.134,0.27,1.762,1.953,2,2,4,3,2.0,3.5,3.19,4.11,1.0,2.72,0.078,0.929,0.735,6,0.85,0.855,0.0
191,baseline_sporadic,small,0.128,0.594,-1.912,0.243,2.029,3,1,4,2,2.0,3.0,3.39,4.52,2.43,3.64,0.127,0.888,0.836,6,0.873,0.942,0.0
192,baseline_sporadic,medium,-0.681,-2.5,-0.069,-0.392,0.419,2,2,3,3,2.0,3.0,5.0,4.39,1.6,4.78,0.133,0.899,0.722,8,0.848,0.946,0.0
193,baseline_sporadic,medium,0.841,0.656,-1.368,0.913,-0.508,2,3,1,1,2.5,1.0,3.78,4.64,1.17,2.77,0.199,0.825,0.61,5,0.867,0.944,0.0
194,baseline_sporadic,small,-0.653,0.195,1.987,0.678,-1.586,1,3,1,2,2.0,1.5,4.27,3.81,1.36,3.05,0.147,0.803,0.796,4,0.897,0.9,0.0
195,baseline_sporadic,small,-0.446,-0.019,0.911,0.92,-0.972,2,3,2,2,2.5,2.0,4.94,2.93,1.55,3.66,0.15,0.899,0.69,4,0.862,0.951,0.0
196,baseline_sporadic,small,-1.89,-0.389,0.106,0.772,-0.874,1,2,2,1,1.5,1.5,2.99,3.46,1.0,2.64,0.151,0.802,0.577,5,0.863,0.907,0.0
197,baseline_sporadic,small,-0.452,1.124,1.264,1.056,1.878,4,2,2,2,3.0,2.0,5.0,4.29,2.11,4.01,0.156,0.841,0.745,8,0.906,0.923,0.0
198,baseline_sporadic,medium,-2.424,0.948,-0.846,1.903,0.616,2,2,3,1,2.0,2.0,2.3,2.65,1.0,1.0,0.158,0.843,0.555,3,0.836,0.967,0.0
199,baseline_sporadic,medium,-1.584,-0.773,0.543,1.111,0.89,2,3,2,2,2.5,2.0,3.01,4.39,2.11,3.2,0.12,0.826,0.518,5,0.885,0.892,0.0
200,baseline_sporadic,medium,0.76,0.407,0.2,-0.345,-1.72,2,1,1,1,1.5,1.0,2.59,3.87,3.32,2.68,0.22,0.765,0.644,5,0.879,0.978,0.0
201,baseline_sporadic,small,0.786,-0.972,0.264,1.826,-0.698,1,1,1,1,1.0,1.0,2.17,1.0,1.0,1.0,0.278,0.647,0.342,2,0.86,1.018,0.0
202,baseline_sporadic,small,0.425,-1.38,1.272,2.077,1.387,4,3,2,3,3.5,2.5,3.42,3.82,1.68,2.7,0.117,0.858,0.63,6,0.891,0.905,0.0
203,baseline_sporadic,small,-0.967,-0.627,0.732,2.5,0.787,4,1,2,1,2.5,1.5,3.18,2.45,1.0,1.0,0.185,0.737,0.613,0,0.864,0.916,0.0
204,baseline_sporadic,medium,-0.048,0.862,0.289,-0.411,0.353,3,1,4,3,2.0,3.5,5.0,5.0,2.39,5.0,0.104,0.98,0.795,7,0.861,0.857,0.0
205,baseline_sporadic,small,-0.004,0.953,-1.655,0.819,1.065,3,1,3,2,2.0,2.5,2.74,4.49,2.39,3.48,0.159,0.784,0.598,5,0.882,0.941,0.0
206,baseline_sporadic,small,-1.158,0.513,-0.96,-1.274,2.136,2,1,2,4,1.5,3.0,4.58,4.94,3.09,4.02,0.101,0.889,0.846,8,0.895,0.844,0.0
207,baseline_sporadic,small,1.503,0.725,-0.123,1.098,0.279,1,1,2,1,1.0,1.5,2.74,4.25,1.62,1.69,0.233,0.759,0.487,3,0.874,0.97,0.0
208,baseline_sporadic,small,0.877,0.516,0.093,0.107,0.569,2,3,2,1,2.5,1.5,2.79,3.69,2.63,2.52,0.219,0.829,0.551,6,0.857,0.966,0.0
209,baseline_sporadic,small,-0.221,-0.641,-1.13,2.331,0.693,2,1,2,3,1.5,2.5,1.99,3.44,3.0,1.4,0.145,0.832,0.558,3,0.846,0.953,0.0
210,baseline_sporadic,small,0.027,0.432,2.412,-0.097,2.5,3,2,4,2,2.5,3.0,4.48,5.0,3.48,4.89,0.072,0.9,0.762,7,0.876,0.837,0.0
211,baseline_sporadic,small,0.208,0.8,1.516,-0.92,-1.599,3,3,3,3,3.0,3.0,5.0,4.94,2.46,5.0,0.065,0.98,0.762,11,0.892,0.907,0.0
212,baseline_sporadic,small,-2.042,0.754,0.602,0.176,1.183,3,2,3,2,2.5,2.5,4.55,4.78,1.4,3.72,0.07,0.947,0.773,8,0.894,0.923,0.0
213,baseline_sporadic,small,-0.247,1.189,0.072,-1.178,0.385,1,3,4,2,2.0,3.0,5.0,4.43,2.46,5.0,0.133,0.913,0.845,7,0.862,0.907,0.0
214,baseline_sporadic,small,-0.682,0.708,-0.212,1.276,1.067,2,2,3,1,2.0,2.0,2.32,3.06,1.2,1.0,0.132,0.803,0.557,4,0.867,0.891,0.0
215,baseline_sporadic,small,-1.002,0.351,-0.952,-1.259,-0.157,3,1,2,2,2.0,2.0,5.0,3.53,2.8,5.0,0.12,0.868,0.743,7,0.842,0.891,0.0
216,baseline_sporadic,small,-0.281,1.07,0.077,0.626,0.451,2,1,4,2,1.5,3.0,4.88,4.12,1.38,3.17,0.161,0.818,0.755,6,0.885,0.919,0.0
217,baseline_sporadic,small,1.798,-0.027,0.258,-1.27,1.211,4,2,3,3,3.0,3.0,4.09,5.0,2.84,5.0,0.14,0.944,0.895,11,0.857,0.899,0.0
218,baseline_sporadic,small,0.641,-0.882,-1.242,0.312,2.5,1,1,2,4,1.0,3.0,3.3,4.84,2.61,3.17,0.153,0.873,0.66,9,0.879,0.917,0.0
219,baseline_sporadic,small,-0.571,-0.163,0.334,2.079,1.308,3,1,4,1,2.0,2.5,3.53,3.81,1.57,2.99,0.149,0.816,0.652,6,0.84,0.93,0.0
220,baseline_sporadic,medium,0.573,-0.745,-0.155,0.925,-0.348,1,2,4,2,1.5,3.0,4.22,3.6,1.43,2.36,0.166,0.815,0.729,6,0.885,0.921,0.0
221,baseline_sporadic,small,1.399,-0.675,-1.908,-0.177,0.076,1,2,2,3,1.5,2.5,3.46,3.22,2.93,3.45,0.17,0.8,0.739,6,0.87,0.935,0.0
222,baseline_sporadic,small,0.925,-0.145,-0.86,0.572,0.047,1,1,2,3,1.0,2.5,3.32,3.97,1.0,2.94,0.178,0.789,0.639,5,0.845,0.922,0.0
223,baseline_sporadic,small,0.06,-0.792,-0.414,0.616,-1.296,1,2,1,2,1.5,1.5,2.96,4.18,1.59,1.79,0.266,0.762,0.524,5,0.865,0.965,0.0
224,baseline_sporadic,small,-0.647,-0.308,1.888,1.025,0.17,2,2,3,1,2.0,2.0,3.9,4.05,1.82,2.45,0.184,0.86,0.608,5,0.848,0.914,0.0
225,baseline_sporadic,small,0.698,-1.894,0.557,-0.63,1.233,2,2,4,2,2.0,3.0,5.0,5.0,2.55,4.73,0.207,0.851,0.816,7,0.88,0.987,0.0
226,baseline_sporadic,small,0.393,0.213,-1.335,1.133,-0.774,2,2,2,1,2.0,1.5,2.56,3.08,1.82,1.68,0.181,0.732,0.671,1,0.855,0.986,0.0
227,baseline_sporadic,large,0.895,0.001,0.486,-1.5,1.548,2,4,3,2,3.0,2.5,5.0,4.73,3.22,5.0,0.124,0.942,0.801,10,0.836,0.907,0.0
228,baseline_sporadic,small,0.635,-0.817,-1.547,0.033,0.988,1,2,4,3,1.5,3.5,3.68,3.86,2.34,3.55,0.1,0.845,0.792,7,0.851,0.934,0.0
229,baseline_sporadic,medium,1.05,0.659,1.083,0.161,-0.234,3,3,2,2,3.0,2.0,3.88,4.09,2.03,4.13,0.126,0.801,0.68,6,0.856,0.938,0.0
230,baseline_sporadic,small,-0.535,0.938,-0.471,1.17,0.358,1,2,3,2,1.5,2.5,3.98,3.44,1.58,2.44,0.215,0.805,0.654,6,0.886,0.951,0.0
231,baseline_sporadic,medium,1.317,-1.608,-0.094,0.62,2.098,2,2,2,3,2.0,2.5,4.57,4.03,1.7,3.97,0.146,0.82,0.793,6,0.885,0.868,0.0
232,baseline_sporadic,small,0.198,-0.763,1.326,-0.665,1.234,3,2,3,1,2.5,2.0,5.0,4.28,2.9,4.09,0.205,0.915,0.797,7,0.898,0.914,0.0
233,baseline_sporadic,small,2.075,-0.769,-1.287,-0.286,0.509,2,2,2,1,2.0,1.5,2.97,3.78,1.75,2.61,0.174,0.788,0.556,5,0.891,0.929,0.0
234,baseline_sporadic,small,-0.689,-0.94,-1.397,0.779,0.262,3,2,2,2,2.5,2.0,3.29,3.14,2.5,3.91,0.104,0.913,0.608,6,0.855,0.862,0.0
235,baseline_sporadic,small,1.736,0.829,-0.584,0.529,0.577,2,1,2,2,1.5,2.0,4.15,4.29,1.93,2.84,0.19,0.8,0.724,5,0.859,0.89,0.0
236,baseline_sporadic,small,0.198,-0.194,1.038,0.079,-0.012,2,2,3,1,2.0,2.0,4.24,3.97,1.81,2.88,0.166,0.852,0.693,7,0.855,0.936,0.0
237,baseline_sporadic,small,-0.651,-0.265,-1.519,0.167,-1.605,3,1,1,1,2.0,1.0,2.68,3.34,2.27,1.85,0.218,0.743,0.505,2,0.84,0.972,0.0
238,baseline_sporadic,small,-0.484,-2.004,-2.5,1.227,2.5,2,1,2,1,1.5,1.5,3.05,2.51,1.17,2.31,0.199,0.773,0.508,4,0.818,0.916,0.0
239,baseline_sporadic,small,-0.32,0.635,-0.451,0.134,0.655,2,3,4,2,2.5,3.0,3.96,3.42,2.77,3.72,0.105,0.856,0.791,7,0.87,0.872,0.0
240,baseline_sporadic,small,0.424,-1.239,0.552,0.521,0.898,3,2,3,2,2.5,2.5,5.0,5.0,2.3,3.98,0.135,0.858,0.794,7,0.843,0.939,0.0
241,baseline_sporadic,medium,0.523,0.06,1.2,2.5,0.442,2,3,1,2,2.5,1.5,3.96,3.17,1.02,1.65,0.179,0.805,0.565,4,0.858,0.912,0.0
242,baseline_sporadic,large,-0.574,0.277,-0.463,-0.681,-0.235,2,1,2,3,1.5,2.5,4.85,3.11,2.7,4.54,0.109,0.873,0.896,8,0.916,0.894,0.0
243,baseline_sporadic,medium,-0.024,1.361,-0.411,-1.067,0.314,4,1,1,1,2.5,1.0,5.0,4.73,2.67,4.54,0.138,0.879,0.757,7,0.857,0.899,0.0
244,baseline_sporadic,small,2.142,-1.309,1.154,1.305,-1.099,2,2,1,2,2.0,1.5,3.43,3.85,2.35,3.68,0.233,0.725,0.566,6,0.858,0.981,0.0
245,baseline_sporadic,small,1.728,-2.5,-1.87,-0.011,2.5,2,2,1,3,2.0,2.0,4.36,4.05,2.73,3.85,0.127,0.822,0.642,6,0.882,0.888,0.0
246,baseline_sporadic,medium,0.436,0.184,-0.389,0.314,-0.735,2,2,2,2,2.0,2.0,4.9,5.0,2.35,4.43,0.205,0.79,0.636,7,0.864,0.948,0.0
247,baseline_sporadic,small,0.038,1.801,0.19,-0.103,-0.532,3,2,1,1,2.5,1.0,4.16,3.88,1.38,3.84,0.162,0.815,0.664,5,0.868,0.931,0.0
248,baseline_sporadic,large,0.12,1.239,0.449,0.366,0.06,1,1,2,3,1.0,2.5,3.66,2.67,3.46,2.91,0.149,0.836,0.626,5,0.855,0.927,0.0
249,baseline_sporadic,large,0.614,0.21,-0.51,2.039,1.788,1,1,1,2,1.0,1.5,1.23,2.86,1.0,1.0,0.246,0.709,0.556,2,0.848,0.976,0.0
250,baseline_sporadic,medium,-1.023,-0.492,0.034,1.322,0.515,1,2,2,1,1.5,1.5,2.99,3.21,2.15,2.19,0.223,0.811,0.64,4,0.839,0.959,0.0
251,baseline_sporadic,small,-0.257,0.807,-2.488,1.376,-0.736,1,1,1,1,1.0,1.0,2.9,2.23,1.65,1.59,0.251,0.689,0.54,2,0.868,1.044,0.0
252,baseline_sporadic,small,-1.669,-0.974,-0.658,-0.675,1.754,2,1,4,2,1.5,3.0,5.0,4.96,1.77,4.24,0.126,0.837,0.711,8,0.832,0.985,0.0
253,baseline_sporadic,medium,0.399,0.476,0.454,-0.436,1.231,3,2,4,3,2.5,3.5,5.0,3.62,2.58,4.74,0.139,0.944,0.792,9,0.889,0.876,0.0
254,baseline_sporadic,small,0.647,0.505,-0.982,-1.5,1.038,1,1,4,1,1.0,2.5,4.27,5.0,2.5,5.0,0.108,0.907,0.824,6,0.844,0.818,0.0
255,baseline_sporadic,small,-0.483,1.06,0.059,-0.128,1.216,1,3,2,2,2.0,2.0,2.8,3.35,2.97,4.35,0.128,0.817,0.615,7,0.882,0.934,0.0
256,baseline_sporadic,small,1.574,2.5,0.447,1.461,2.5,3,2,5,3,2.5,4.0,3.87,3.48,1.76,3.65,0.095,0.945,0.82,7,0.866,0.884,0.0
257,baseline_sporadic,medium,-1.226,0.392,-0.343,1.065,2.5,3,1,1,2,2.0,1.5,3.07,3.19,1.57,3.21,0.193,0.831,0.608,5,0.835,0.969,0.0
258,baseline_sporadic,small,-1.464,-0.509,0.17,0.401,-0.187,1,1,1,2,1.0,1.5,3.21,3.64,1.0,2.08,0.17,0.727,0.583,3,0.87,0.952,0.0
259,baseline_sporadic,small,0.224,-0.026,-0.963,0.58,2.124,3,1,3,3,2.0,3.0,4.42,4.21,3.22,4.18,0.156,0.834,0.687,5,0.882,0.922,0.0
260,baseline_sporadic,small,1.047,-1.769,-0.207,-0.02,0.883,3,1,4,2,2.0,3.0,5.0,3.8,1.71,4.68,0.154,0.873,0.765,9,0.858,0.945,0.0
261,baseline_sporadic,small,1.684,-0.695,0.61,0.784,0.999,3,2,2,2,2.5,2.0,4.0,3.34,2.19,2.68,0.158,0.779,0.675,5,0.877,0.966,0.0
262,baseline_sporadic,large,-0.459,-0.409,0.157,1.289,-1.192,3,1,1,1,2.0,1.0,2.91,2.12,1.5,1.45,0.18,0.706,0.598,3,0.812,0.907,0.0
263,baseline_sporadic,small,1.079,-0.524,-0.587,-0.854,0.33,4,2,1,2,3.0,1.5,4.43,4.22,2.4,5.0,0.193,0.781,0.674,7,0.834,0.916,0.0
264,baseline_sporadic,small,-0.039,0.152,0.224,0.87,-0.313,2,1,3,1,1.5,2.0,3.59,4.24,2.3,2.38,0.155,0.759,0.602,4,0.886,0.93,0.0
265,baseline_sporadic,medium,-0.173,-0.822,0.715,1.439,1.328,2,2,3,2,2.0,2.5,3.01,3.5,2.82,1.92,0.163,0.83,0.625,4,0.857,0.929,0.0
266,baseline_sporadic,small,0.884,1.121,-2.05,0.226,1.571,1,1,4,1,1.0,2.5,3.63,4.44,2.18,4.02,0.149,0.813,0.7,5,0.827,0.913,0.0
267,baseline_sporadic,small,0.652,0.0,1.159,1.231,-1.574,2,2,1,2,2.0,1.5,3.74,4.29,2.07,3.3,0.174,0.773,0.538,5,0.843,0.954,0.0
268,baseline_sporadic,small,-1.576,-0.009,-0.336,2.5,0.478,3,1,1,1,2.0,1.0,2.47,1.98,1.4,1.02,0.184,0.78,0.395,1,0.834,0.981,0.0
269,baseline_sporadic,small,1.477,-0.328,0.425,0.506,1.622,1,1,1,2,1.0,1.5,3.73,3.13,2.36,2.51,0.198,0.772,0.632,4,0.855,0.997,0.0
270,baseline_sporadic,small,1.38,0.155,1.197,0.954,0.313,1,1,2,3,1.0,2.5,3.93,5.0,1.54,2.72,0.164,0.793,0.549,5,0.851,0.952,0.0
271,baseline_sporadic,medium,-0.626,0.825,-1.372,-0.064,1.229,3,2,2,2,2.5,2.0,2.84,5.0,2.89,4.01,0.144,0.863,0.74,6,0.87,0.884,0.0
272,baseline_sporadic,medium,0.396,-0.867,-0.709,0.763,0.851,3,2,1,1,2.5,1.0,3.82,2.08,2.46,3.33,0.157,0.831,0.59,3,0.859,0.921,0.0
273,baseline_sporadic,medium,0.494,-0.658,-0.289,1.014,0.842,2,2,2,2,2.0,2.0,3.03,3.78,2.5,2.85,0.149,0.769,0.517,8,0.885,0.932,0.0
274,baseline_sporadic,medium,0.261,-0.304,-0.784,0.775,0.229,3,2,2,1,2.5,1.5,2.76,3.53,1.5,3.71,0.136,0.815,0.568,5,0.87,0.937,0.0
275,baseline_sporadic,small,-0.55,-1.346,1.735,-0.318,-0.717,3,2,1,1,2.5,1.0,3.56,4.44,2.02,3.2,0.167,0.802,0.657,6,0.871,0.941,0.0
276,baseline_sporadic,small,-0.672,-0.819,-0.857,0.786,-0.622,3,1,2,1,2.0,1.5,3.67,2.84,1.96,2.56,0.199,0.755,0.577,7,0.88,1.012,0.0
277,baseline_sporadic,medium,-0.026,-0.476,-0.556,1.916,1.209,2,1,2,2,1.5,2.0,2.66,2.33,1.0,1.15,0.236,0.752,0.549,4,0.846,0.951,0.0
278,baseline_sporadic,small,1.173,0.874,0.204,1.004,0.519,3,1,2,2,2.0,2.0,2.4,2.99,2.81,1.88,0.171,0.691,0.636,4,0.834,0.957,0.0
279,baseline_sporadic,small,0.544,0.263,-1.202,1.466,0.361,4,3,2,1,3.5,1.5,3.72,3.04,1.83,2.65,0.226,0.904,0.616,5,0.883,1.01,0.0
280,baseline_sporadic,medium,-0.371,0.194,-0.396,0.387,0.076,2,2,1,3,2.0,2.0,2.82,4.39,2.2,3.37,0.125,0.797,0.573,5,0.864,0.902,0.0
281,baseline_sporadic,medium,0.772,0.851,0.317,1.275,0.195,2,3,2,2,2.5,2.0,3.69,2.62,1.5,2.73,0.202,0.878,0.617,6,0.862,0.939,0.0
282,baseline_sporadic,small,-2.5,-0.137,-0.333,0.851,1.547,3,2,3,2,2.5,2.5,4.07,3.42,1.27,4.22,0.071,0.931,0.778,7,0.86,0.846,0.0
283,baseline_sporadic,small,1.149,0.39,-0.093,-0.256,0.165,2,1,1,2,1.5,1.5,4.52,2.4,1.69,3.31,0.173,0.791,0.762,5,0.852,0.93,0.0
284,baseline_sporadic,small,-1.74,-0.103,-0.529,0.887,-0.841,4,1,3,1,2.5,2.0,4.93,4.43,2.09,4.13,0.095,0.873,0.566,5,0.881,0.877,0.0
285,baseline_sporadic,small,-0.362,0.265,-1.514,-0.293,1.244,2,2,2,2,2.0,2.0,3.08,5.0,2.64,3.88,0.148,0.853,0.73,5,0.885,0.944,0.0
286,baseline_sporadic,small,-1.12,-0.583,0.322,0.03,0.295,2,1,2,1,1.5,1.5,3.77,3.37,2.06,3.86,0.178,0.851,0.642,7,0.877,0.932,0.0
287,baseline_sporadic,small,-1.295,-2.439,1.755,0.77,0.531,2,2,3,1,2.0,2.0,3.75,3.38,2.13,4.1,0.154,0.894,0.697,6,0.881,0.884,0.0
288,baseline_sporadic,small,1.161,-0.134,0.018,0.868,2.108,3,1,4,3,2.0,3.5,4.45,4.5,1.99,3.96,0.106,0.907,0.716,7,0.88,0.918,0.0
289,baseline_sporadic,small,-0.468,1.423,0.225,-0.47,0.479,3,3,3,3,3.0,3.0,5.0,5.0,2.94,4.62,0.068,0.917,0.713,7,0.874,0.884,0.0
290,baseline_sporadic,small,0.347,0.926,0.693,1.549,0.789,2,1,2,2,1.5,2.0,2.96,3.43,2.5,1.85,0.162,0.756,0.607,2,0.856,0.964,0.0
291,baseline_sporadic,small,-0.047,0.965,-1.269,1.115,-0.679,2,2,3,2,2.0,2.5,3.16,3.13,2.34,2.79,0.15,0.773,0.584,6,0.884,0.896,0.0
